==============================================
BLEU GOLD:                               29.67
BLEU IN:                                 53.27
SIM GOLD:                               0.8718
SIM IN:                                 0.9549
==============================================
       BLEU GOLD | BLEU IN | SIM GOLD | SIM IN
0367 -      0.00 |    0.00 |     0.87 |   0.88
0368 -     47.48 |  100.00 |     0.76 |   1.00
0369 -     52.11 |  100.00 |     0.93 |   1.00
0370 -      3.40 |    0.00 |     0.96 |   0.98
0371 -      0.00 |   17.37 |     0.85 |   0.87
0372 -     70.62 |  100.00 |     0.95 |   1.00
0373 -     54.83 |    0.00 |     0.86 |   0.97
0374 -     30.74 |   73.63 |     0.97 |   0.98
0375 -     50.74 |  100.00 |     0.95 |   1.00
0376 -      0.00 |    0.00 |     0.89 |   0.95
0377 -      0.00 |    0.00 |     0.79 |   0.97
0378 -     21.38 |   20.80 |     0.91 |   0.98
0379 -     31.55 |   93.28 |     0.92 |   0.99
0380 -     89.05 |    0.00 |     0.98 |   0.97
0381 -     57.01 |   90.33 |     0.91 |   0.96
0382 -      0.00 |    0.00 |     0.71 |   0.82
0383 -     67.78 |  100.00 |     0.81 |   1.00
0384 -     26.70 |   95.68 |     0.98 |   1.00
0385 -      0.00 |   25.51 |     0.91 |   0.95
0386 -      0.00 |   98.38 |     0.88 |   0.94
0387 -     28.98 |   36.50 |     0.89 |   0.88
0388 -      0.00 |    0.00 |     0.94 |   1.00
0389 -     85.55 |   94.06 |     0.87 |   0.92
0390 -     90.02 |    0.00 |     0.90 |   0.97
0391 -     27.20 |   36.80 |     0.65 |   0.84
0392 -     97.97 |   99.25 |     0.88 |   0.96
0393 -      0.00 |  100.00 |     0.79 |   1.00
0394 -      0.00 |    0.00 |     0.90 |   0.99
0395 -     57.62 |   98.54 |     0.96 |   0.97
0396 -     48.43 |   98.27 |     0.94 |   0.96
0397 -     78.29 |   88.63 |     0.87 |   0.89
0398 -      0.00 |    0.00 |     0.87 |   0.96
0399 -     52.94 |   79.40 |     0.85 |   0.96
0400 -      0.00 |    0.00 |     0.83 |   0.94
0401 -      0.00 |   61.52 |     0.94 |   0.95
0402 -     39.79 |   37.11 |     0.93 |   0.97
0403 -     76.10 |   97.92 |     0.89 |   0.98
0404 -      8.15 |    0.00 |     0.64 |   0.65
0405 -     79.98 |   97.58 |     0.95 |   1.00
0406 -     52.55 |   98.48 |     0.92 |   0.99
0407 -     61.97 |  100.00 |     0.86 |   1.00
0408 -      7.87 |   99.48 |     0.98 |   1.00
0409 -     16.98 |    0.00 |     0.82 |   0.90
0410 -     88.76 |  100.00 |     0.96 |   1.00
0411 -     66.55 |   12.15 |     0.83 |   0.87
