==============================================
BLEU GOLD:                               45.83
BLEU IN:                                 68.98
SIM GOLD:                               0.9415
SIM IN:                                 0.9763
==============================================
       BLEU GOLD | BLEU IN | SIM GOLD | SIM IN
0455 -      0.00 |    0.00 |     0.88 |   0.89
0456 -      8.26 |  100.00 |     0.99 |   1.00
0457 -     88.23 |  100.00 |     0.94 |   1.00
0458 -     63.64 |   43.91 |     1.00 |   1.00
0459 -     86.40 |  100.00 |     0.92 |   1.00
0460 -     70.26 |    0.00 |     0.95 |   0.95
0461 -      0.00 |    0.00 |     0.92 |   0.97
0462 -     65.60 |  100.00 |     0.97 |   1.00
0463 -     22.27 |  100.00 |     0.95 |   1.00
0464 -      0.00 |   96.23 |     0.91 |   0.95
0465 -     88.61 |  100.00 |     0.97 |   1.00
0466 -     85.42 |  100.00 |     0.91 |   1.00
0467 -     91.21 |  100.00 |     0.99 |   1.00
0468 -     72.03 |   87.24 |     0.80 |   0.94
0469 -     79.93 |  100.00 |     0.89 |   1.00
0470 -      0.00 |    0.00 |     0.93 |   0.99
0471 -     18.53 |  100.00 |     0.98 |   1.00
0472 -     50.90 |   58.67 |     0.93 |   0.95
0473 -     19.06 |  100.00 |     0.94 |   1.00
0474 -     92.56 |  100.00 |     0.94 |   1.00
0475 -     39.66 |  100.00 |     0.98 |   1.00
0476 -     64.44 |   81.58 |     0.92 |   0.97
0477 -      0.00 |    0.00 |     0.99 |   1.00
0478 -      0.00 |    0.00 |     0.93 |   0.94
0479 -     82.03 |   98.26 |     0.96 |   1.00
0480 -     64.77 |   96.41 |     0.91 |   0.99
0481 -     35.97 |  100.00 |     0.98 |   1.00
0482 -      0.00 |    0.00 |     0.91 |   0.99
0483 -     40.30 |   73.32 |     0.98 |   1.00
0484 -      0.00 |   53.99 |     0.95 |   0.96
0485 -     92.75 |  100.00 |     0.90 |   1.00
0486 -     15.37 |   15.80 |     0.93 |   0.95
0487 -     26.64 |   61.64 |     0.96 |   0.97
0488 -      0.00 |  100.00 |     0.97 |   1.00
0489 -     80.12 |   89.51 |     0.96 |   0.99
0490 -      6.63 |    7.54 |     0.91 |   0.94
0491 -     37.29 |   68.08 |     0.98 |   1.00
0492 -      0.00 |  100.00 |     0.99 |   1.00
0493 -      0.00 |    0.00 |     0.93 |   0.94
0494 -     56.42 |  100.00 |     0.97 |   1.00
0495 -     91.64 |  100.00 |     0.99 |   1.00
0496 -     39.32 |   97.67 |     0.89 |   0.96
0497 -     92.43 |   94.83 |     0.97 |   0.99
0498 -      0.00 |    0.00 |     0.91 |   0.99
0499 -     24.73 |   24.31 |     0.97 |   1.00
0500 -     58.79 |   57.24 |     0.98 |   0.99
0501 -      0.00 |  100.00 |     0.99 |   1.00
0502 -     20.52 |   21.01 |     0.92 |   0.96
0503 -     87.83 |   98.92 |     0.85 |   0.93
