==============================================
BLEU GOLD:                               41.66
BLEU IN:                                 59.73
SIM GOLD:                               0.9287
SIM IN:                                 0.9644
==============================================
       BLEU GOLD | BLEU IN | SIM GOLD | SIM IN
0314 -     48.78 |  100.00 |     0.98 |   1.00
0315 -     85.16 |  100.00 |     0.97 |   1.00
0316 -     96.98 |   98.97 |     0.98 |   0.99
0317 -     61.95 |   96.96 |     1.00 |   1.00
0318 -     68.34 |   88.75 |     0.85 |   0.98
0319 -     61.99 |  100.00 |     0.98 |   1.00
0320 -      0.00 |    0.00 |     0.98 |   1.00
0321 -     54.61 |   81.23 |     0.88 |   0.87
0322 -     35.95 |   36.10 |     0.98 |   0.99
0323 -     18.48 |   12.20 |     0.95 |   0.96
0324 -      0.00 |    0.00 |     0.90 |   0.94
0325 -     83.90 |  100.00 |     0.86 |   1.00
0326 -     45.81 |   45.68 |     0.97 |   0.98
0327 -     92.88 |   98.94 |     0.97 |   0.99
0328 -     14.00 |  100.00 |     1.00 |   1.00
0329 -     17.71 |   15.54 |     0.94 |   0.98
0330 -     94.00 |  100.00 |     0.91 |   1.00
0331 -      0.00 |    0.00 |     0.60 |   0.57
0332 -     90.91 |  100.00 |     0.96 |   1.00
0333 -     39.57 |   91.58 |     0.87 |   0.93
0334 -     84.45 |   98.21 |     0.96 |   1.00
0335 -      0.00 |    0.00 |     0.93 |   0.91
0336 -     63.31 |  100.00 |     0.91 |   1.00
0337 -      0.00 |    0.00 |     0.99 |   0.99
0338 -      0.00 |   85.00 |     0.89 |   0.96
0339 -     22.51 |  100.00 |     0.97 |   1.00
0340 -     19.08 |   25.87 |     1.00 |   1.00
0341 -     96.43 |   97.28 |     0.98 |   0.99
0342 -      0.00 |    0.00 |     0.88 |   0.89
0343 -      3.92 |    3.60 |     0.94 |   0.94
0344 -     45.13 |   80.98 |     0.90 |   0.93
0345 -     92.90 |  100.00 |     0.98 |   1.00
0346 -     84.37 |   90.74 |     0.91 |   0.91
0347 -      0.00 |    0.00 |     0.89 |   0.90
0348 -     51.46 |  100.00 |     0.98 |   1.00
0349 -     76.40 |  100.00 |     0.98 |   1.00
0350 -     45.52 |  100.00 |     0.95 |   1.00
0351 -      0.00 |    0.00 |     0.97 |   0.99
0352 -     85.32 |   98.79 |     0.82 |   0.93
0353 -     64.45 |   63.60 |     0.94 |   0.95
0354 -     36.12 |   35.66 |     0.91 |   0.92
0355 -     86.63 |   98.57 |     0.97 |   0.98
0356 -     59.86 |  100.00 |     1.00 |   1.00
0357 -     81.18 |  100.00 |     0.98 |   1.00
0358 -     73.84 |  100.00 |     0.92 |   1.00
0359 -     93.07 |   98.63 |     0.98 |   1.00
0360 -     85.49 |   98.36 |     0.90 |   0.97
0361 -     69.35 |   68.49 |     0.91 |   0.90
0362 -     21.33 |    0.00 |     0.98 |   1.00
0363 -      6.41 |   88.15 |     0.94 |   0.97
0364 -     93.64 |  100.00 |     0.96 |   1.00
0365 -      0.00 |    0.00 |     0.98 |   0.99
0366 -     88.45 |  100.00 |     0.94 |   1.00
0367 -      7.87 |    7.87 |     0.75 |   0.77
0368 -      9.05 |    9.44 |     0.89 |   0.91
0369 -     70.08 |   98.41 |     0.93 |   0.95
0370 -      0.00 |    0.00 |     0.96 |   0.97
0371 -     12.92 |   95.92 |     0.97 |   0.99
0372 -     12.06 |   93.61 |     0.99 |   1.00
0373 -     95.98 |  100.00 |     0.96 |   1.00
0374 -      5.61 |   49.81 |     0.96 |   0.98
0375 -     91.28 |  100.00 |     0.91 |   1.00
0376 -     78.69 |  100.00 |     0.98 |   1.00
0377 -     80.84 |   80.84 |     0.96 |   1.00
0378 -     72.28 |  100.00 |     0.90 |   1.00
0379 -      0.00 |    0.00 |     0.98 |   1.00
0380 -      0.00 |    0.00 |     0.97 |   0.99
0381 -      0.00 |   68.11 |     0.95 |   0.95
0382 -     88.68 |  100.00 |     0.93 |   1.00
0383 -     90.80 |  100.00 |     0.95 |   1.00
0384 -     14.42 |   91.29 |     0.96 |   0.98
0385 -      0.00 |    0.00 |     0.89 |   0.89
0386 -     73.50 |  100.00 |     0.99 |   1.00
0387 -     94.68 |   39.74 |     0.92 |   0.93
0388 -     23.70 |  100.00 |     0.98 |   1.00
0389 -     91.37 |  100.00 |     0.95 |   1.00
0390 -     15.55 |  100.00 |     0.98 |   1.00
0391 -     31.38 |   31.38 |     0.75 |   0.93
0392 -     68.38 |  100.00 |     0.98 |   1.00
0393 -     39.62 |  100.00 |     0.96 |   1.00
0394 -     32.72 |   73.22 |     0.88 |   0.93
0395 -     84.11 |   95.50 |     0.99 |   0.99
0396 -     89.38 |  100.00 |     0.99 |   1.00
0397 -     75.69 |   83.71 |     0.94 |   0.97
0398 -     23.71 |  100.00 |     0.97 |   1.00
0399 -     42.86 |  100.00 |     0.96 |   1.00
0400 -     24.45 |   24.72 |     0.94 |   0.96
0401 -      7.96 |    7.96 |     0.94 |   0.96
0402 -     35.33 |   99.04 |     0.98 |   0.99
0403 -     82.05 |   44.97 |     0.97 |   1.00
0404 -     49.23 |  100.00 |     0.99 |   1.00
0405 -     68.77 |  100.00 |     0.97 |   1.00
0406 -     84.93 |   88.71 |     0.92 |   0.95
0407 -     74.49 |   97.73 |     0.96 |   1.00
0408 -      0.00 |    0.00 |     0.98 |   0.99
0409 -      0.00 |    0.00 |     0.95 |   0.96
0410 -     91.88 |  100.00 |     0.97 |   1.00
0411 -      0.00 |    0.00 |     0.97 |   1.00
0412 -     58.24 |   36.85 |     0.87 |   0.86
0413 -     63.30 |  100.00 |     0.98 |   1.00
0414 -      0.00 |    0.00 |     0.86 |   0.90
0415 -     26.91 |   99.23 |     0.95 |   0.97
0416 -      0.00 |    0.00 |     0.97 |   1.00
0417 -      0.00 |    0.00 |     0.95 |   1.00
0418 -     92.67 |  100.00 |     0.98 |   1.00
0419 -      0.00 |    0.00 |     0.97 |   0.96
0420 -      0.00 |    0.00 |     0.28 |   0.29
0421 -     18.05 |   51.00 |     0.95 |   0.99
0422 -     28.33 |   99.21 |     0.99 |   1.00
0423 -     96.10 |   99.12 |     0.97 |   1.00
0424 -     81.34 |  100.00 |     0.97 |   1.00
0425 -     13.63 |   38.49 |     0.97 |   0.98
0426 -     91.67 |  100.00 |     0.93 |   1.00
0427 -     90.01 |  100.00 |     0.98 |   1.00
0428 -     67.32 |   90.89 |     0.99 |   1.00
0429 -     80.77 |   86.99 |     0.95 |   0.99
0430 -     87.69 |  100.00 |     0.94 |   1.00
0431 -     55.02 |   89.99 |     0.97 |   1.00
0432 -     94.31 |   99.39 |     0.99 |   1.00
0433 -      0.00 |    0.00 |     0.93 |   0.95
0434 -      0.00 |    0.00 |     0.89 |   0.93
0435 -     37.62 |   98.79 |     0.96 |   0.98
0436 -      7.83 |  100.00 |     0.98 |   1.00
0437 -      5.85 |   37.77 |     0.82 |   0.84
0438 -     93.01 |   98.86 |     0.95 |   0.97
0439 -      0.00 |    0.00 |     0.76 |   0.77
0440 -     17.02 |   16.82 |     0.94 |   0.95
0441 -     10.23 |   10.29 |     0.95 |   0.95
0442 -     60.41 |    5.62 |     0.98 |   1.00
0443 -     47.40 |  100.00 |     0.92 |   1.00
0444 -     19.01 |  100.00 |     0.99 |   1.00
0445 -     86.13 |  100.00 |     0.91 |   1.00
0446 -     44.30 |   75.22 |     0.99 |   1.00
0447 -     46.61 |  100.00 |     0.90 |   1.00
0448 -     91.73 |   97.99 |     0.99 |   0.99
0449 -     67.93 |  100.00 |     0.96 |   1.00
0450 -      0.00 |    0.00 |     0.95 |   0.95
0451 -      9.25 |   16.05 |     0.95 |   0.96
